date,machine,shift,planned_hrs,actual_hrs,good_units,defect_units,target_units,downtime_min,energy_kwh
2024-10-18,CNC-8,afternoon,8,7.18,132,9,143,27,76.7
2024-10-18,CNC-8,night,8,6.81,132,4,150,0,207.4
2024-10-18,CNC-14,morning,8,7.43,143,12,157,8,136.8
2024-10-18,CNC-14,afternoon,8,7.95,87,3,94,3,121.0
2024-10-18,CNC-14,night,8,7.92,165,11,189,35,119.9
2024-10-18,CNC-2,morning,8,6.64,181,5,199,1,147.6
2024-10-18,CNC-2,afternoon,8,7.6,159,1,168,36,142.7
2024-10-18,CNC-2,night,8,6.55,126,4,129,20,171.7
2024-10-18,CNC-7,morning,8,7.58,154,13,168,42,282.1
2024-10-18,CNC-7,afternoon,8,7.57,71,0,80,30,195.7
2024-10-18,CNC-7,night,8,7.64,97,6,105,13,272.3
2024-10-18,CNC-17,morning,8,7.32,110,4,119,17,288.0
2024-10-18,CNC-17,afternoon,8,7.24,132,3,153,0,273.1
2024-10-18,CNC-17,night,8,7.46,148,4,163,29,284.9
2024-10-18,CNC-1,morning,8,6.68,183,2,198,18,59.6
2024-10-18,CNC-1,afternoon,8,7.89,103,1,105,44,254.6
2024-10-18,CNC-1,night,8,6.69,70,2,80,43,279.7
2024-10-18,CNC-20,morning,8,6.67,84,6,97,7,92.4
2024-10-18,CNC-20,afternoon,8,6.8,163,14,188,8,185.8
2024-10-18,CNC-20,night,8,7.39,126,3,132,17,104.2
2024-10-18,CNC-3,morning,8,7.47,145,13,166,45,254.6
2024-10-18,CNC-3,afternoon,8,7.1,172,11,184,13,274.4
2024-10-18,CNC-3,night,8,6.88,135,8,157,39,258.5
2024-10-18,CNC-16,morning,8,6.71,148,9,157,9,273.6
2024-10-18,CNC-16,afternoon,8,7.92,149,10,170,11,214.5
2024-10-18,CNC-16,night,8,6.54,99,8,108,44,281.3
2024-10-18,CNC-10,morning,8,7.36,99,8,107,6,241.6
2024-10-18,CNC-10,afternoon,8,7.88,133,11,141,1,115.7
2024-10-18,CNC-10,night,8,7.5,161,12,176,16,94.2
2024-10-18,CNC-15,morning,8,7.83,111,4,127,41,262.6
2024-10-18,CNC-15,afternoon,8,7.48,117,9,119,0,279.7
2024-10-18,CNC-15,night,8,7.46,139,0,147,27,254.5
2024-10-18,CNC-19,morning,8,7.62,174,1,186,8,141.2
2024-10-18,CNC-19,afternoon,8,7.91,127,8,136,25,55.6
2024-10-18,CNC-19,night,8,7.99,156,8,162,40,206.5
2024-10-18,CNC-12,morning,8,7.07,74,1,84,40,96.3
2024-10-18,CNC-12,afternoon,8,6.61,100,8,108,38,139.4
2024-10-18,CNC-12,night,8,6.81,97,1,113,1,220.8
2024-10-18,CNC-5,morning,8,6.71,114,6,118,17,66.8
2024-10-18,CNC-5,afternoon,8,6.72,142,5,150,3,95.0
2024-10-18,CNC-5,night,8,7.21,136,4,140,21,151.5
2024-10-18,CNC-13,morning,8,7.72,81,2,86,9,258.3
2024-10-18,CNC-13,afternoon,8,7.96,186,4,191,41,148.0
2024-10-18,CNC-13,night,8,6.62,81,5,88,0,116.6
2024-10-19,CNC-12,morning,8,7.17,119,7,128,11,99.5
2024-10-19,CNC-12,afternoon,8,7.77,180,4,199,3,222.6
2024-10-19,CNC-12,night,8,7.59,76,4,88,10,172.9
2024-10-19,CNC-8,morning,8,7.64,106,4,123,24,58.2
2024-10-19,CNC-8,afternoon,8,7.75,81,7,94,0,60.3
2024-10-19,CNC-8,night,8,6.63,141,4,156,30,170.8
2024-10-19,CNC-1,morning,8,6.63,129,0,133,25,230.0
2024-10-19,CNC-1,afternoon,8,6.87,191,8,200,7,89.5
2024-10-19,CNC-1,night,8,6.87,170,7,178,18,68.0
2024-10-19,CNC-16,morning,8,6.59,90,3,104,33,160.2
2024-10-19,CNC-16,afternoon,8,6.71,100,4,104,12,184.3
2024-10-19,CNC-16,night,8,7.22,157,4,162,22,165.5
2024-10-19,CNC-13,morning,8,6.9,141,1,147,4,237.5
2024-10-19,CNC-13,afternoon,8,7.61,177,5,189,44,254.9
2024-10-19,CNC-13,night,8,7.15,121,8,128,3,292.4
2024-10-19,CNC-9,morning,8,7.25,171,9,176,30,187.7
2024-10-19,CNC-9,afternoon,8,7.72,124,6,129,29,96.1
2024-10-19,CNC-9,night,8,7.58,172,1,195,27,62.6
2024-10-19,CNC-7,morning,8,7.84,147,10,163,16,195.0
2024-10-19,CNC-7,afternoon,8,7.72,167,8,181,7,149.5
2024-10-19,CNC-7,night,8,6.69,195,5,198,22,61.1
2024-10-19,CNC-4,morning,8,6.94,163,3,190,9,85.0
2024-10-19,CNC-4,afternoon,8,7.0,170,9,185,6,269.0
2024-10-19,CNC-4,night,8,6.52,156,4,173,45,264.9
2024-10-19,CNC-2,morning,8,7.31,150,5,157,9,121.2
2024-10-19,CNC-2,afternoon,8,6.96,183,1,188,17,273.6
2024-10-19,CNC-2,night,8,7.98,129,0,151,44,136.6
2024-10-19,CNC-20,morning,8,6.96,172,3,197,25,103.6
2024-10-19,CNC-20,afternoon,8,6.57,96,4,109,11,174.4
2024-10-19,CNC-20,night,8,7.84,137,3,150,4,194.2
2024-10-19,CNC-3,morning,8,6.97,153,1,157,37,245.9
2024-10-19,CNC-3,afternoon,8,7.95,104,5,108,18,213.5
2024-10-19,CNC-3,night,8,7.02,178,11,181,16,101.9
2024-10-19,CNC-6,morning,8,7.04,75,1,82,44,59.2
2024-10-19,CNC-6,afternoon,8,6.89,112,6,124,25,246.7
2024-10-19,CNC-6,night,8,7.29,178,6,186,1,201.0
2024-10-19,CNC-17,morning,8,7.97,175,2,181,41,82.7
2024-10-19,CNC-17,afternoon,8,7.2,153,13,177,28,193.9
2024-10-19,CNC-17,night,8,7.67,173,10,182,18,61.4
2024-10-19,CNC-5,morning,8,7.3,138,7,162,40,67.8
2024-10-19,CNC-5,afternoon,8,6.67,161,13,178,37,158.1
2024-10-19,CNC-5,night,8,7.93,191,16,200,14,224.0
2024-10-19,CNC-19,morning,8,6.9,93,6,95,16,151.5
2024-10-19,CNC-19,afternoon,8,7.53,187,6,191,26,254.7
2024-10-19,CNC-19,night,8,7.02,84,2,90,31,223.9
2024-10-19,CNC-18,morning,8,7.87,188,12,200,43,231.2
2024-10-19,CNC-18,afternoon,8,7.59,155,9,158,37,124.9
2024-10-19,CNC-18,night,8,7.62,128,1,144,32,104.2
2024-10-20,CNC-10,morning,8,6.78,174,12,187,18,151.0
2024-10-20,CNC-10,afternoon,8,7.72,91,2,95,37,260.5
2024-10-20,CNC-10,night,8,6.94,131,2,138,10,111.8
2024-10-20,CNC-1,morning,8,7.05,101,5,110,20,111.0
2024-10-20,CNC-1,afternoon,8,7.72,184,13,195,1,62.0
2024-10-20,CNC-1,night,8,6.6,145,8,165,11,88.7
2024-10-20,CNC-15,morning,8,7.59,105,5,111,10,268.6
2024-10-20,CNC-15,afternoon,8,7.95,129,6,134,19,149.3
2024-10-20,CNC-15,night,8,7.08,183,4,187,25,191.4
2024-10-20,CNC-9,morning,8,7.52,90,7,100,41,66.7
2024-10-20,CNC-9,afternoon,8,6.99,122,2,126,24,249.8
2024-10-20,CNC-9,night,8,6.54,111,3,123,44,293.0
2024-10-20,CNC-2,morning,8,7.27,120,2,131,11,122.1
2024-10-20,CNC-2,afternoon,8,6.55,159,13,177,6,255.3
2024-10-20,CNC-2,night,8,7.75,75,2,80,33,160.6
2024-10-20,CNC-3,morning,8,6.65,69,4,80,10,182.7
2024-10-20,CNC-3,afternoon,8,7.67,171,6,191,35,103.9
2024-10-20,CNC-3,night,8,7.0,174,9,191,38,283.9
2024-10-20,CNC-7,morning,8,7.06,125,4,135,32,86.7
2024-10-20,CNC-7,afternoon,8,7.01,145,1,171,21,268.7
2024-10-20,CNC-7,night,8,7.2,111,0,114,2,117.5
2024-10-20,CNC-4,morning,8,7.61,94,1,99,14,126.3
2024-10-20,CNC-4,afternoon,8,6.74,164,2,168,41,231.8
2024-10-20,CNC-4,night,8,6.79,126,5,130,37,174.9
2024-10-20,CNC-11,morning,8,6.53,128,1,136,5,256.0
2024-10-20,CNC-11,afternoon,8,7.98,117,5,123,24,186.3
2024-10-20,CNC-11,night,8,7.39,113,0,116,1,252.0
2024-10-20,CNC-5,morning,8,6.51,158,11,180,14,74.1
2024-10-20,CNC-5,afternoon,8,7.83,77,1,87,32,124.6
2024-10-20,CNC-5,night,8,6.85,119,1,129,19,101.5
2024-10-20,CNC-19,morning,8,7.23,167,7,180,43,296.9
2024-10-20,CNC-19,afternoon,8,6.95,179,10,184,13,169.5
2024-10-20,CNC-19,night,8,7.26,120,8,124,13,171.8
2024-10-20,CNC-14,morning,8,7.64,180,7,196,20,150.1
2024-10-20,CNC-14,afternoon,8,6.8,191,13,199,12,172.3
2024-10-20,CNC-14,night,8,7.64,79,2,89,32,241.2
2024-10-20,CNC-13,morning,8,7.21,106,9,113,34,281.7
2024-10-20,CNC-13,afternoon,8,7.54,92,5,100,40,219.5
2024-10-20,CNC-13,night,8,6.56,174,4,186,38,172.9
2024-10-20,CNC-16,morning,8,7.41,143,2,148,30,203.8
2024-10-20,CNC-16,afternoon,8,7.41,98,6,106,24,130.1
2024-10-20,CNC-16,night,8,7.91,105,6,113,25,275.9
2024-10-20,CNC-12,morning,8,7.91,106,3,114,25,210.1
2024-10-20,CNC-12,afternoon,8,7.74,136,0,149,31,274.5
2024-10-20,CNC-12,night,8,7.04,127,6,149,29,197.3
2024-10-20,CNC-17,morning,8,6.76,188,10,197,13,225.8
2024-10-20,CNC-17,afternoon,8,7.99,163,3,177,15,185.7
2024-10-20,CNC-17,night,8,7.6,76,1,83,33,51.9
2024-10-20,CNC-6,morning,8,7.37,93,3,95,28,107.1
2024-10-20,CNC-6,afternoon,8,7.53,109,9,121,27,117.7
2024-10-20,CNC-6,night,8,7.17,142,11,152,41,138.5
2024-10-20,CNC-8,morning,8,6.81,144,8,162,13,60.3
2024-10-20,CNC-8,afternoon,8,7.59,72,0,82,36,271.1
2024-10-20,CNC-8,night,8,6.85,118,10,128,35,74.4
2024-10-20,CNC-20,morning,8,7.44,166,15,193,7,140.5
2024-10-20,CNC-20,afternoon,8,7.56,132,4,135,8,170.1
2024-10-20,CNC-20,night,8,6.83,97,8,100,9,91.3
2024-10-20,CNC-18,morning,8,7.21,80,3,87,30,239.9
2024-10-20,CNC-18,afternoon,8,7.68,164,12,190,6,256.5
2024-10-20,CNC-18,night,8,7.51,96,7,99,3,108.5
2024-10-21,CNC-11,morning,8,7.72,80,6,83,11,71.3
2024-10-21,CNC-11,afternoon,8,7.23,145,12,170,10,118.4
2024-10-21,CNC-11,night,8,7.43,133,1,139,33,158.9
2024-10-21,CNC-9,morning,8,7.92,127,6,147,38,297.5
2024-10-21,CNC-9,afternoon,8,6.93,163,15,191,17,186.8
2024-10-21,CNC-9,night,8,6.97,141,2,161,24,69.2
2024-10-21,CNC-15,morning,8,6.97,194,4,199,42,72.5
2024-10-21,CNC-15,afternoon,8,7.19,160,7,185,15,187.9
2024-10-21,CNC-15,night,8,6.55,84,1,86,14,151.0
2024-10-21,CNC-4,morning,8,7.68,130,6,143,43,87.8
2024-10-21,CNC-4,afternoon,8,7.65,108,4,116,32,258.4
2024-10-21,CNC-4,night,8,7.98,101,9,114,16,266.6
2024-10-21,CNC-5,morning,8,7.6,99,2,104,4,128.7
2024-10-21,CNC-5,afternoon,8,6.76,145,6,152,36,150.7
2024-10-21,CNC-5,night,8,7.88,120,4,131,36,209.7
2024-10-21,CNC-13,morning,8,7.02,83,1,91,15,182.8
2024-10-21,CNC-13,afternoon,8,6.85,99,5,111,20,161.8
2024-10-21,CNC-13,night,8,7.76,144,11,166,42,172.3
2024-10-21,CNC-2,morning,8,6.9,126,4,133,15,130.4
2024-10-21,CNC-2,afternoon,8,7.95,142,5,154,25,242.6
2024-10-21,CNC-2,night,8,7.36,168,2,185,12,108.7
2024-10-21,CNC-19,morning,8,6.89,97,5,100,37,167.3
2024-10-21,CNC-19,afternoon,8,6.61,88,2,92,6,240.6
2024-10-21,CNC-19,night,8,7.13,90,0,102,39,131.8
2024-10-21,CNC-10,morning,8,7.43,92,8,100,26,229.2
2024-10-21,CNC-10,afternoon,8,7.28,96,0,113,7,143.1
2024-10-21,CNC-10,night,8,7.26,78,1,81,11,210.9
2024-10-21,CNC-14,morning,8,6.82,105,5,115,18,212.2
2024-10-21,CNC-14,afternoon,8,6.86,142,11,159,28,120.5
2024-10-21,CNC-14,night,8,6.67,121,0,133,1,113.6
2024-10-21,CNC-3,morning,8,6.72,185,9,192,4,125.6
2024-10-21,CNC-3,afternoon,8,7.12,157,12,166,3,91.1
2024-10-21,CNC-3,night,8,7.61,90,5,93,42,290.4
2024-10-21,CNC-8,morning,8,7.38,92,0,97,34,137.6
2024-10-21,CNC-8,afternoon,8,7.97,151,7,177,4,140.9
2024-10-21,CNC-8,night,8,7.3,92,8,100,41,283.4
2024-10-21,CNC-12,morning,8,7.81,126,4,130,13,199.0
2024-10-21,CNC-12,afternoon,8,6.54,138,12,161,34,219.6
2024-10-21,CNC-12,night,8,6.73,172,2,197,39,122.0
2024-10-21,CNC-17,morning,8,7.1,142,6,146,1,176.5
2024-10-21,CNC-17,afternoon,8,6.68,169,7,182,10,129.7
2024-10-21,CNC-17,night,8,6.9,90,5,105,2,101.4
2024-10-21,CNC-6,morning,8,7.49,96,1,104,19,76.7
2024-10-21,CNC-6,afternoon,8,7.6,147,1,153,43,60.7
2024-10-21,CNC-6,night,8,7.8,98,4,106,7,128.2
2024-10-21,CNC-1,morning,8,6.55,114,5,116,11,55.8
2024-10-21,CNC-1,afternoon,8,7.4,115,0,120,10,77.9
2024-10-21,CNC-1,night,8,6.71,170,12,182,9,227.2
2024-10-22,CNC-11,morning,8,6.75,89,1,100,13,138.7
2024-10-22,CNC-11,afternoon,8,7.81,112,9,118,24,54.1
2024-10-22,CNC-11,night,8,7.53,141,9,146,7,254.8
2024-10-22,CNC-1,morning,8,7.89,128,6,140,36,90.4
2024-10-22,CNC-1,afternoon,8,7.79,179,12,192,32,211.5
2024-10-22,CNC-1,night,8,7.62,124,8,135,19,245.8
2024-10-22,CNC-15,morning,8,6.86,130,2,134,23,192.1
2024-10-22,CNC-15,afternoon,8,6.7,142,2,163,16,161.6
2024-10-22,CNC-15,night,8,6.61,162,12,185,40,91.3
2024-10-22,CNC-13,morning,8,7.96,146,1,156,1,177.9
2024-10-22,CNC-13,afternoon,8,7.66,113,8,122,31,176.3
2024-10-22,CNC-13,night,8,6.62,85,6,98,21,143.9
2024-10-22,CNC-6,morning,8,6.88,133,0,147,36,266.8
2024-10-22,CNC-6,afternoon,8,6.97,104,1,106,1,132.1
2024-10-22,CNC-6,night,8,7.84,118,2,130,14,170.9
2024-10-22,CNC-3,morning,8,7.83,72,6,83,3,155.0
2024-10-22,CNC-3,afternoon,8,6.67,94,1,107,15,207.2
2024-10-22,CNC-3,night,8,7.98,106,4,122,28,147.7
2024-10-22,CNC-4,morning,8,7.62,93,0,108,26,147.0
2024-10-22,CNC-4,afternoon,8,7.99,116,0,123,20,115.3
2024-10-22,CNC-4,night,8,7.96,113,5,131,34,91.2
2024-10-22,CNC-16,morning,8,7.09,106,8,122,31,50.7
2024-10-22,CNC-16,afternoon,8,7.91,174,11,188,9,98.9
2024-10-22,CNC-16,night,8,6.6,133,8,145,12,79.5
2024-10-22,CNC-9,morning,8,7.38,133,6,154,23,212.0
2024-10-22,CNC-9,afternoon,8,7.57,87,0,103,29,110.1
2024-10-22,CNC-9,night,8,7.31,127,4,133,30,174.5
2024-10-22,CNC-8,morning,8,7.43,80,0,86,2,110.2
2024-10-22,CNC-8,afternoon,8,7.97,130,2,140,42,137.7
2024-10-22,CNC-8,night,8,7.22,108,3,115,10,74.6
2024-10-22,CNC-5,morning,8,7.03,89,5,103,37,94.3
2024-10-22,CNC-5,afternoon,8,7.19,112,4,127,25,119.7
2024-10-22,CNC-5,night,8,7.38,90,4,106,7,103.0
2024-10-22,CNC-14,morning,8,7.98,104,4,114,3,116.4
2024-10-22,CNC-14,afternoon,8,7.55,115,7,120,24,228.9
2024-10-22,CNC-14,night,8,6.77,163,8,166,41,72.7
2024-10-22,CNC-7,morning,8,7.15,157,1,172,31,89.4
2024-10-22,CNC-7,afternoon,8,7.66,118,4,131,13,202.6
2024-10-22,CNC-7,night,8,7.17,147,1,157,29,182.1
2024-10-22,CNC-19,morning,8,7.5,179,11,191,3,78.0
2024-10-22,CNC-19,afternoon,8,6.75,87,4,89,0,278.7
2024-10-22,CNC-19,night,8,7.11,74,5,86,31,142.9
2024-10-22,CNC-18,morning,8,7.45,111,9,114,28,101.4
2024-10-22,CNC-18,afternoon,8,7.28,129,9,131,6,195.9
2024-10-22,CNC-18,night,8,7.2,156,12,169,22,285.8
2024-10-22,CNC-17,morning,8,6.53,78,2,84,29,97.2
2024-10-22,CNC-17,afternoon,8,7.34,86,2,89,0,185.1
2024-10-22,CNC-17,night,8,7.18,195,12,198,9,238.1
2024-10-22,CNC-20,morning,8,6.65,143,8,151,43,146.8
2024-10-22,CNC-20,afternoon,8,6.57,156,8,160,34,210.0
2024-10-22,CNC-20,night,8,6.95,135,5,146,19,293.4
2024-10-22,CNC-2,morning,8,7.6,151,3,159,19,110.9
2024-10-22,CNC-2,afternoon,8,7.08,160,11,175,30,112.5
2024-10-22,CNC-2,night,8,7.41,128,4,145,10,234.6
2024-10-22,CNC-12,morning,8,7.92,170,11,190,23,121.9
2024-10-22,CNC-12,afternoon,8,7.89,120,0,142,45,182.2
2024-10-22,CNC-12,night,8,7.46,81,2,85,2,117.5
2024-10-23,CNC-4,morning,8,6.6,83,0,86,15,171.5
2024-10-23,CNC-4,afternoon,8,6.63,74,6,82,13,81.7
2024-10-23,CNC-4,night,8,6.66,116,0,135,31,248.5
2024-10-23,CNC-1,morning,8,7.14,118,4,128,2,108.2
2024-10-23,CNC-1,afternoon,8,6.93,172,10,197,44,177.0
2024-10-23,CNC-1,night,8,6.6,155,2,158,32,293.9
2024-10-23,CNC-2,morning,8,7.42,73,3,80,13,74.2
2024-10-23,CNC-2,afternoon,8,7.94,136,11,143,15,107.7
2024-10-23,CNC-2,night,8,7.64,179,14,186,42,264.6
2024-10-23,CNC-18,morning,8,7.85,135,7,148,40,163.7
2024-10-23,CNC-18,afternoon,8,6.6,94,6,100,32,73.2
2024-10-23,CNC-18,night,8,7.53,117,10,135,21,211.4
2024-10-23,CNC-13,morning,8,7.59,167,9,186,33,200.0
2024-10-23,CNC-13,afternoon,8,7.26,90,0,97,10,148.7
2024-10-23,CNC-13,night,8,7.65,101,3,110,9,275.8
2024-10-23,CNC-3,morning,8,6.65,158,11,170,35,235.8
2024-10-23,CNC-3,afternoon,8,6.59,166,6,180,36,64.6
2024-10-23,CNC-3,night,8,7.38,120,7,130,21,53.3
2024-10-23,CNC-15,morning,8,7.5,80,7,90,16,114.7
2024-10-23,CNC-15,afternoon,8,7.02,130,6,136,39,229.2
2024-10-23,CNC-15,night,8,6.87,126,7,135,9,149.4
2024-10-23,CNC-10,morning,8,6.86,168,15,195,41,224.2
2024-10-23,CNC-10,afternoon,8,7.2,162,0,167,15,189.3
2024-10-23,CNC-10,night,8,6.79,108,1,127,12,213.2
2024-10-23,CNC-6,morning,8,6.74,157,9,165,35,241.5
2024-10-23,CNC-6,afternoon,8,6.84,124,8,139,16,259.9
2024-10-23,CNC-6,night,8,7.71,97,6,110,1,91.0
2024-10-23,CNC-16,morning,8,6.73,189,11,199,5,267.6
2024-10-23,CNC-16,afternoon,8,7.47,91,1,100,45,241.8
2024-10-23,CNC-16,night,8,6.75,192,13,197,32,259.0
2024-10-23,CNC-5,morning,8,7.81,176,6,183,18,224.7
2024-10-23,CNC-5,afternoon,8,6.59,132,3,152,34,192.9
2024-10-23,CNC-5,night,8,7.22,105,7,114,10,141.4
2024-10-23,CNC-9,morning,8,7.84,114,2,127,10,240.8
2024-10-23,CNC-9,afternoon,8,7.08,154,2,177,41,66.4
2024-10-23,CNC-9,night,8,6.9,120,10,139,27,262.5
2024-10-23,CNC-11,morning,8,6.92,139,1,144,17,127.0
2024-10-23,CNC-11,afternoon,8,7.97,152,2,174,7,55.5
2024-10-23,CNC-11,night,8,7.0,161,3,185,4,114.9
2024-10-23,CNC-14,morning,8,7.56,170,2,184,1,60.0
2024-10-23,CNC-14,afternoon,8,7.58,77,4,88,27,217.3
2024-10-23,CNC-14,night,8,7.58,76,5,80,42,284.4
2024-10-23,CNC-20,morning,8,6.98,155,12,172,15,221.9
2024-10-23,CNC-20,afternoon,8,6.76,93,5,108,37,97.9
2024-10-23,CNC-20,night,8,6.83,107,0,122,21,165.9
2024-10-23,CNC-19,morning,8,6.94,135,6,154,14,90.6
2024-10-23,CNC-19,afternoon,8,7.85,143,9,161,38,255.7
2024-10-23,CNC-19,night,8,7.3,112,10,132,36,77.9
2024-10-24,CNC-6,morning,8,7.17,87,6,101,8,91.5
2024-10-24,CNC-6,afternoon,8,6.61,142,1,165,45,76.1
2024-10-24,CNC-6,night,8,6.53,152,11,177,4,227.6
2024-10-24,CNC-11,morning,8,7.31,96,3,101,33,242.7
2024-10-24,CNC-11,afternoon,8,6.69,142,10,164,21,60.0
2024-10-24,CNC-11,night,8,7.89,149,12,154,40,75.5
2024-10-24,CNC-10,morning,8,7.83,76,2,89,2,189.6
2024-10-24,CNC-10,afternoon,8,7.52,139,10,151,23,280.0
2024-10-24,CNC-10,night,8,7.39,175,12,191,23,261.7
2024-10-24,CNC-8,morning,8,7.37,99,4,106,3,141.8
2024-10-24,CNC-8,afternoon,8,6.89,74,1,84,7,166.9
2024-10-24,CNC-8,night,8,7.57,155,1,175,9,266.9
2024-10-24,CNC-20,morning,8,7.29,68,1,80,26,230.8
2024-10-24,CNC-20,afternoon,8,7.21,141,2,151,27,251.4
2024-10-24,CNC-20,night,8,6.66,70,1,80,6,112.4
2024-10-24,CNC-1,morning,8,6.96,144,0,159,32,153.7
2024-10-24,CNC-1,afternoon,8,7.28,121,10,128,36,55.1
2024-10-24,CNC-1,night,8,7.98,76,2,84,13,183.9
2024-10-24,CNC-16,morning,8,6.73,125,10,147,16,72.5
2024-10-24,CNC-16,afternoon,8,6.69,159,3,178,28,287.1
2024-10-24,CNC-16,night,8,7.54,128,3,131,22,244.9
2024-10-24,CNC-18,morning,8,7.15,123,7,140,31,242.8
2024-10-24,CNC-18,afternoon,8,6.82,87,2,98,29,213.5
2024-10-24,CNC-18,night,8,7.82,94,2,98,6,111.6
2024-10-24,CNC-5,morning,8,7.89,122,8,126,22,108.2
2024-10-24,CNC-5,afternoon,8,7.4,163,13,186,45,292.1
2024-10-24,CNC-5,night,8,7.94,122,3,137,10,183.5
2024-10-24,CNC-14,morning,8,7.08,177,9,197,10,76.4
2024-10-24,CNC-14,afternoon,8,6.51,130,9,142,18,123.0
2024-10-24,CNC-14,night,8,6.95,141,6,156,4,293.7
2024-10-24,CNC-7,morning,8,7.46,84,1,86,41,290.5
2024-10-24,CNC-7,afternoon,8,7.31,96,6,106,44,141.8
2024-10-24,CNC-7,night,8,7.06,121,8,137,30,125.1
2024-10-24,CNC-17,morning,8,6.71,145,4,155,40,269.9
2024-10-24,CNC-17,afternoon,8,7.82,150,4,173,32,247.1
2024-10-24,CNC-17,night,8,6.84,169,1,175,23,280.3
2024-10-24,CNC-15,morning,8,6.61,75,4,85,3,61.0
2024-10-24,CNC-15,afternoon,8,7.39,167,2,172,0,229.0
2024-10-24,CNC-15,night,8,7.34,118,3,121,32,149.3
2024-10-24,CNC-19,morning,8,7.35,78,3,84,35,149.7
2024-10-24,CNC-19,afternoon,8,6.95,151,8,154,31,145.6
2024-10-24,CNC-19,night,8,7.27,98,0,102,41,256.6
2024-10-24,CNC-9,morning,8,7.5,147,5,151,3,82.8
2024-10-24,CNC-9,afternoon,8,7.77,149,9,156,30,109.1
2024-10-24,CNC-9,night,8,7.13,97,4,102,38,128.9
2024-10-24,CNC-4,morning,8,7.8,140,6,147,24,79.1
2024-10-24,CNC-4,afternoon,8,7.54,100,4,103,42,216.9
2024-10-24,CNC-4,night,8,7.24,156,11,174,33,72.9
2024-10-25,CNC-11,morning,8,6.95,97,3,103,12,133.3
2024-10-25,CNC-11,afternoon,8,6.65,148,8,152,22,283.8
2024-10-25,CNC-11,night,8,7.14,80,1,83,38,197.1
2024-10-25,CNC-5,morning,8,6.76,74,0,86,9,81.9
2024-10-25,CNC-5,afternoon,8,7.0,85,3,100,10,57.9
2024-10-25,CNC-5,night,8,6.92,181,3,186,29,296.1
2024-10-25,CNC-1,morning,8,7.06,168,10,182,11,247.3
2024-10-25,CNC-1,afternoon,8,7.43,78,0,84,23,236.5
2024-10-25,CNC-1,night,8,7.61,186,13,189,27,237.1
2024-10-25,CNC-19,morning,8,7.09,133,4,142,26,284.9
2024-10-25,CNC-19,afternoon,8,7.73,166,2,190,44,296.5
2024-10-25,CNC-19,night,8,7.02,138,1,161,32,224.6
2024-10-25,CNC-16,morning,8,7.47,92,4,95,22,228.1
2024-10-25,CNC-16,afternoon,8,7.13,98,6,107,11,173.1
2024-10-25,CNC-16,night,8,6.72,96,6,110,12,210.4
2024-10-25,CNC-14,morning,8,6.56,129,9,141,7,101.5
2024-10-25,CNC-14,afternoon,8,6.72,147,11,155,23,119.9
2024-10-25,CNC-14,night,8,7.25,179,4,186,18,85.0
2024-10-25,CNC-17,morning,8,7.08,103,0,120,44,211.2
2024-10-25,CNC-17,afternoon,8,7.01,130,11,149,19,67.5
2024-10-25,CNC-17,night,8,7.78,94,4,103,26,237.1
2024-10-25,CNC-18,morning,8,7.64,109,2,121,29,81.6
2024-10-25,CNC-18,afternoon,8,7.21,166,1,174,41,225.1
2024-10-25,CNC-18,night,8,6.65,149,5,160,14,55.1
2024-10-25,CNC-7,morning,8,7.8,82,5,94,21,245.3
2024-10-25,CNC-7,afternoon,8,7.72,166,10,185,33,51.7
2024-10-25,CNC-7,night,8,7.59,153,8,155,6,232.8
2024-10-25,CNC-12,morning,8,6.65,101,2,118,13,230.2
2024-10-25,CNC-12,afternoon,8,7.84,151,9,159,22,200.4
2024-10-25,CNC-12,night,8,6.88,116,7,119,16,86.4
2024-10-25,CNC-8,morning,8,6.69,78,5,83,43,82.1
2024-10-25,CNC-8,afternoon,8,7.02,164,12,185,18,160.0
2024-10-25,CNC-8,night,8,6.84,173,10,185,22,189.7
2024-10-25,CNC-9,morning,8,6.89,74,5,87,5,225.4
2024-10-25,CNC-9,afternoon,8,6.86,171,10,195,25,216.9
2024-10-25,CNC-9,night,8,7.16,92,0,96,8,198.5
2024-10-25,CNC-10,morning,8,7.29,184,10,195,29,232.8
2024-10-25,CNC-10,afternoon,8,7.83,84,0,93,22,206.0
2024-10-25,CNC-10,night,8,7.89,176,3,185,11,119.1
2024-10-25,CNC-3,morning,8,7.04,79,2,93,28,182.4
2024-10-25,CNC-3,afternoon,8,7.39,116,2,122,5,129.8
2024-10-25,CNC-3,night,8,6.8,86,1,99,5,111.9
2024-10-25,CNC-2,morning,8,6.68,162,7,174,35,71.2
2024-10-25,CNC-2,afternoon,8,7.87,155,10,162,26,273.4
2024-10-25,CNC-2,night,8,6.58,76,5,84,14,138.3
2024-10-26,CNC-4,morning,8,7.49,134,3,143,12,98.8
2024-10-26,CNC-4,afternoon,8,6.73,157,0,159,18,292.2
2024-10-26,CNC-4,night,8,7.08,159,8,175,38,91.7
2024-10-26,CNC-20,morning,8,7.68,143,0,149,24,212.9
2024-10-26,CNC-20,afternoon,8,7.98,107,2,109,31,50.2
2024-10-26,CNC-20,night,8,7.94,94,8,110,6,168.1
2024-10-26,CNC-14,morning,8,7.31,163,3,176,9,207.0
2024-10-26,CNC-14,afternoon,8,7.99,176,0,196,9,134.3
