shipment_id,product,carrier,origin,destination,ship_date,est_delivery,actual_delivery,weight_kg,cost_usd,status
SH-04442,Sensor-L,FedEx,Chicago,Los Angeles,2023-12-30,2024-01-12,2024-01-12,222.2,2386.94,delivered
SH-04443,Widget-B,DHL,Chicago,New York,2023-08-19,2023-09-01,2023-09-01,90.3,1957.32,delivered
SH-04444,Part-Y,USPS,Tokyo,Toronto,2024-03-14,2024-03-20,2024-03-20,64.2,1342.29,delivered
SH-04445,Widget-B,DHL,Shanghai,Singapore,2024-04-18,2024-05-13,2024-05-13,49.6,4425.24,delivered
SH-04446,Widget-A,Maersk,Mumbai,Sydney,2023-08-16,2023-09-08,2023-09-08,309.6,3708.16,delayed
SH-04447,Gadget-X,DHL,London,Sydney,2024-09-19,2024-10-12,2024-10-12,236.8,1087.86,in_transit
SH-04448,Widget-A,UPS,Chicago,New York,2024-08-01,2024-08-06,2024-08-06,344.5,561.57,delayed
SH-04449,Motor-K,DHL,Chicago,Singapore,2024-03-28,2024-04-11,2024-04-14,460.1,4745.44,delivered
SH-04450,Sensor-L,Blue Dart,Mumbai,Los Angeles,2023-07-05,2023-07-10,2023-07-20,17.3,4631.8,delivered
SH-04451,Widget-B,FedEx,Shanghai,Singapore,2024-02-05,2024-03-06,2024-03-11,138.4,1268.37,delivered
SH-04452,Assembly-Z,DHL,Berlin,Los Angeles,2024-02-08,2024-02-19,2024-02-19,411.9,3747.51,delivered
SH-04453,Widget-B,DHL,Mumbai,Los Angeles,2024-07-30,2024-08-27,2024-09-06,345.2,4903.19,delivered
SH-04454,Valve-M,Blue Dart,Mumbai,Los Angeles,2024-12-25,2024-12-28,2025-01-02,460.0,4788.84,delivered
SH-04455,Motor-K,UPS,Chicago,Dubai,2024-02-12,2024-03-08,2024-03-10,24.0,3141.59,delivered
SH-04456,Widget-B,FedEx,Sao Paulo,Los Angeles,2024-04-01,2024-04-21,2024-04-21,94.6,3756.79,delivered
SH-04457,Widget-A,FedEx,Tokyo,Sydney,2023-08-12,2023-08-16,2023-08-16,106.2,4877.72,delivered
SH-04458,Valve-M,Maersk,Berlin,London,2023-12-17,2024-01-05,2024-01-12,201.5,2764.37,delivered
SH-04459,Assembly-Z,Maersk,Tokyo,New York,2023-05-04,2023-05-22,2023-05-22,121.0,1381.98,in_transit
SH-04460,Gadget-X,Blue Dart,Berlin,Toronto,2024-03-07,2024-03-30,2024-03-30,189.6,3247.81,delivered
SH-04461,Widget-B,DHL,Berlin,Singapore,2024-11-17,2024-12-03,2024-12-05,205.7,1015.47,delivered
SH-04462,Part-Y,DHL,London,New York,2023-05-04,2023-05-21,2023-05-21,408.9,2580.65,delivered
SH-04463,Sensor-L,USPS,Tokyo,Sydney,2023-04-21,2023-05-19,2023-05-26,179.8,4087.81,delivered
SH-04464,Sensor-L,FedEx,Shanghai,Toronto,2024-01-05,2024-01-26,2024-01-26,464.3,4608.92,delivered
SH-04465,Motor-K,UPS,Mumbai,Dubai,2023-08-23,2023-09-17,2023-09-17,421.6,3687.77,delivered
SH-04466,Widget-B,FedEx,Sao Paulo,Los Angeles,2024-06-12,2024-06-23,2024-06-28,92.4,4438.2,delivered
SH-04467,Motor-K,DHL,Chicago,Dubai,2023-11-30,2023-12-05,2023-12-12,317.1,4198.31,delivered
SH-04468,Part-Y,Maersk,Chicago,Sydney,2023-07-22,2023-08-08,2023-08-13,23.0,364.38,delivered
SH-04469,Widget-A,UPS,Sao Paulo,Toronto,2023-05-28,2023-06-13,2023-06-13,236.2,2732.44,delivered
SH-04470,Gadget-X,USPS,Sao Paulo,Los Angeles,2023-08-14,2023-09-11,2023-09-12,61.4,3105.37,delivered
SH-04471,Assembly-Z,Blue Dart,Mumbai,Dubai,2023-07-25,2023-08-08,2023-08-13,76.8,3042.67,delivered
SH-04472,Sensor-L,UPS,Sao Paulo,London,2024-01-14,2024-01-18,2024-01-18,13.3,4029.23,delivered
SH-04473,Motor-K,UPS,Sao Paulo,New York,2024-11-24,2024-12-17,2024-12-22,460.6,2347.17,delayed
SH-04474,Valve-M,Maersk,Chicago,Singapore,2023-08-06,2023-08-30,2023-09-04,312.0,265.73,delivered
SH-04475,Assembly-Z,Maersk,Chicago,Sydney,2024-03-24,2024-04-12,2024-04-12,189.0,1553.41,delivered
SH-04476,Assembly-Z,UPS,Sao Paulo,Sydney,2024-07-29,2024-08-08,2024-08-08,253.0,4395.8,delivered
SH-04477,Motor-K,DHL,Sao Paulo,Los Angeles,2023-12-31,2024-01-26,2024-01-26,167.4,3171.56,in_transit
SH-04478,Sensor-L,Maersk,Sao Paulo,Toronto,2023-06-19,2023-07-10,2023-07-11,425.2,1065.41,delivered
SH-04479,Valve-M,UPS,Tokyo,London,2023-05-27,2023-06-09,2023-06-10,359.1,4411.62,delivered
SH-04480,Gadget-X,Maersk,Shanghai,Singapore,2024-07-07,2024-08-05,2024-08-12,341.2,2345.61,delayed
SH-04481,Assembly-Z,Blue Dart,Berlin,Sydney,2023-07-17,2023-08-13,2023-08-18,208.4,540.2,delivered
SH-04482,Sensor-L,FedEx,Sao Paulo,New York,2023-12-28,2024-01-03,2024-01-03,490.2,4352.39,delayed
SH-04483,Sensor-L,Blue Dart,Tokyo,Dubai,2024-02-10,2024-02-18,2024-02-20,347.9,4779.31,in_transit
SH-04484,Assembly-Z,FedEx,London,Los Angeles,2024-09-22,2024-09-30,2024-09-30,340.3,3984.63,delivered
SH-04485,Widget-B,USPS,Chicago,Dubai,2024-10-27,2024-11-20,2024-11-23,353.8,2094.18,delivered
SH-04486,Assembly-Z,FedEx,London,Dubai,2023-03-30,2023-04-09,2023-04-14,487.5,1150.87,delivered
SH-04487,Part-Y,USPS,Shanghai,New York,2024-11-02,2024-11-12,2024-11-12,197.8,3709.89,in_transit
SH-04488,Widget-B,UPS,Tokyo,Toronto,2023-10-02,2023-10-20,2023-10-20,395.1,1029.4,delayed
SH-04489,Widget-A,FedEx,London,Singapore,2024-05-20,2024-06-11,2024-06-21,438.4,812.32,delivered
SH-04490,Widget-B,USPS,London,London,2023-01-29,2023-02-03,2023-02-03,90.6,44.43,delivered
SH-04491,Motor-K,UPS,Mumbai,New York,2023-06-06,2023-06-16,2023-06-19,464.1,1223.19,delivered
SH-04492,Widget-B,DHL,London,New York,2024-02-09,2024-03-03,2024-03-13,297.0,899.5,delivered
SH-04493,Part-Y,FedEx,Sao Paulo,Dubai,2023-06-21,2023-07-09,2023-07-09,457.6,2427.27,delivered
SH-04494,Motor-K,USPS,Shanghai,Toronto,2023-02-05,2023-03-06,2023-03-06,474.3,501.95,delivered
SH-04495,Sensor-L,USPS,Tokyo,Singapore,2024-04-12,2024-04-30,2024-05-05,7.4,3500.29,delivered
SH-04496,Widget-B,Maersk,Chicago,Toronto,2024-12-07,2024-12-13,2024-12-18,171.7,4798.03,delayed
SH-04497,Assembly-Z,DHL,Sao Paulo,Los Angeles,2023-08-06,2023-09-04,2023-09-14,129.0,1105.31,delivered
SH-04498,Motor-K,FedEx,Berlin,London,2024-06-06,2024-07-03,2024-07-04,359.5,1532.66,delivered
SH-04499,Widget-A,Blue Dart,Tokyo,Dubai,2024-09-25,2024-10-01,2024-10-01,226.4,679.87,delivered
SH-04500,Assembly-Z,FedEx,Shanghai,Dubai,2023-05-25,2023-06-14,2023-06-14,119.1,4956.45,delivered
SH-04501,Assembly-Z,Blue Dart,Tokyo,Dubai,2024-06-16,2024-06-19,2024-06-21,320.9,905.93,delivered
SH-04502,Widget-A,FedEx,Berlin,Toronto,2023-07-29,2023-08-06,2023-08-06,300.4,3555.29,delivered
SH-04503,Part-Y,UPS,Tokyo,Singapore,2023-07-02,2023-07-13,2023-07-20,377.2,946.71,delivered
SH-04504,Gadget-X,Blue Dart,London,New York,2024-04-06,2024-04-21,2024-04-21,442.1,454.97,delivered
SH-04505,Motor-K,Blue Dart,Berlin,Los Angeles,2023-04-25,2023-05-01,2023-05-01,264.8,4528.2,delivered
SH-04506,Widget-A,FedEx,Tokyo,Toronto,2023-08-09,2023-08-17,2023-08-17,42.2,2237.98,delivered
SH-04507,Valve-M,Blue Dart,Sao Paulo,Sydney,2023-04-24,2023-04-30,2023-05-10,368.6,4766.13,delivered
SH-04508,Motor-K,UPS,Sao Paulo,Sydney,2023-01-08,2023-01-16,2023-01-16,437.4,3773.75,delivered
SH-04509,Gadget-X,UPS,Shanghai,Dubai,2024-03-18,2024-04-04,2024-04-04,286.9,432.09,delivered
SH-04510,Widget-A,DHL,Tokyo,New York,2024-12-03,2024-12-31,2024-12-31,180.8,998.97,delivered
SH-04511,Widget-A,Blue Dart,Berlin,New York,2024-09-14,2024-10-03,2024-10-03,224.0,3979.9,delivered
SH-04512,Motor-K,UPS,Sao Paulo,London,2023-01-03,2023-01-22,2023-01-22,206.7,2454.6,in_transit
SH-04513,Assembly-Z,Maersk,Chicago,Dubai,2023-03-05,2023-03-15,2023-03-25,246.3,3673.18,delivered
SH-04514,Widget-A,Blue Dart,Chicago,Sydney,2024-07-26,2024-08-18,2024-08-25,136.7,1481.17,delivered
SH-04515,Motor-K,DHL,Tokyo,New York,2023-02-11,2023-02-24,2023-02-26,42.6,4515.31,delivered
SH-04516,Valve-M,UPS,Tokyo,Los Angeles,2024-03-28,2024-04-05,2024-04-06,274.5,2830.07,delayed
SH-04517,Part-Y,UPS,Shanghai,London,2023-05-01,2023-05-31,2023-06-07,54.4,3760.76,in_transit
SH-04518,Widget-A,Maersk,Mumbai,Toronto,2023-03-06,2023-04-04,2023-04-04,192.0,169.7,delivered
SH-04519,Widget-A,UPS,Berlin,New York,2024-09-24,2024-10-16,2024-10-16,200.9,335.12,delivered
SH-04520,Valve-M,FedEx,Tokyo,New York,2024-11-21,2024-12-09,2024-12-14,230.7,3346.44,delivered
SH-04521,Sensor-L,USPS,Sao Paulo,Sydney,2023-10-06,2023-10-26,2023-10-26,476.1,3159.32,delivered
SH-04522,Widget-A,Maersk,Tokyo,Singapore,2023-04-02,2023-04-10,2023-04-20,302.3,1549.91,delivered
SH-04523,Part-Y,USPS,Tokyo,Dubai,2023-11-01,2023-11-21,2023-11-26,60.7,326.27,delivered
SH-04524,Motor-K,Blue Dart,Chicago,Sydney,2023-05-08,2023-05-14,2023-05-24,398.0,2019.55,delivered
SH-04525,Motor-K,UPS,Berlin,Dubai,2024-03-25,2024-04-10,2024-04-10,199.9,159.5,delayed
SH-04526,Widget-B,Maersk,Chicago,London,2024-05-10,2024-05-14,2024-05-17,165.9,4660.95,delivered
SH-04527,Gadget-X,UPS,Tokyo,Los Angeles,2024-05-09,2024-06-08,2024-06-09,277.8,1269.14,delivered
SH-04528,Gadget-X,Maersk,Chicago,Singapore,2023-12-25,2024-01-04,2024-01-04,68.4,4312.26,delivered
SH-04529,Gadget-X,USPS,Berlin,Dubai,2023-06-02,2023-06-06,2023-06-09,282.2,2379.39,delivered
SH-04530,Valve-M,UPS,Chicago,Los Angeles,2023-08-30,2023-09-13,2023-09-20,309.9,4383.89,in_transit
SH-04531,Valve-M,Blue Dart,Tokyo,New York,2023-07-14,2023-07-23,2023-07-28,82.1,4507.19,delivered
SH-04532,Sensor-L,Blue Dart,Chicago,Los Angeles,2023-01-31,2023-03-01,2023-03-04,357.1,4002.55,delivered
SH-04533,Assembly-Z,DHL,Mumbai,Singapore,2023-11-12,2023-12-09,2023-12-09,227.7,2933.9,delivered
SH-04534,Motor-K,UPS,Tokyo,Los Angeles,2023-08-27,2023-09-09,2023-09-16,301.6,2772.07,delivered
SH-04535,Sensor-L,UPS,London,Los Angeles,2024-07-20,2024-08-05,2024-08-10,236.9,1677.45,delivered
SH-04536,Widget-A,Maersk,Tokyo,Los Angeles,2023-08-20,2023-09-18,2023-09-18,28.7,535.24,delivered
SH-04537,Widget-A,FedEx,Berlin,Singapore,2024-03-10,2024-03-19,2024-03-19,438.8,472.95,delivered
SH-04538,Motor-K,UPS,London,Sydney,2024-02-12,2024-03-08,2024-03-08,106.3,869.07,delivered
SH-04539,Part-Y,UPS,Berlin,Sydney,2024-06-24,2024-07-14,2024-07-14,16.6,1390.55,delivered
SH-04540,Assembly-Z,UPS,Berlin,Toronto,2024-01-08,2024-01-22,2024-02-01,145.6,749.28,delivered
SH-04541,Assembly-Z,USPS,Berlin,London,2023-03-21,2023-03-27,2023-03-28,495.8,1672.26,delivered
SH-04542,Assembly-Z,UPS,London,Singapore,2024-10-18,2024-10-30,2024-10-30,384.3,1902.15,delivered
SH-04543,Gadget-X,USPS,Shanghai,New York,2024-06-01,2024-06-07,2024-06-07,489.4,2048.23,delivered
SH-04544,Assembly-Z,Blue Dart,Chicago,London,2024-05-17,2024-06-09,2024-06-12,89.4,2987.22,delivered
SH-04545,Valve-M,Blue Dart,Mumbai,London,2024-05-28,2024-06-14,2024-06-14,107.6,4538.46,delivered
SH-04546,Widget-B,DHL,Mumbai,Toronto,2024-09-25,2024-10-14,2024-10-15,1.5,2331.62,delivered
SH-04547,Part-Y,DHL,Chicago,Dubai,2023-05-03,2023-05-14,2023-05-14,89.1,3441.51,delivered
SH-04548,Gadget-X,DHL,Berlin,Singapore,2023-08-29,2023-09-02,2023-09-02,98.7,394.96,delivered
SH-04549,Sensor-L,DHL,Mumbai,Singapore,2024-05-30,2024-06-04,2024-06-04,239.5,3205.16,delivered
SH-04550,Widget-A,Blue Dart,Shanghai,London,2024-01-29,2024-02-06,2024-02-06,316.1,81.03,delivered
SH-04551,Sensor-L,FedEx,Tokyo,New York,2024-03-06,2024-04-01,2024-04-08,189.1,4326.62,delayed
SH-04552,Assembly-Z,USPS,Shanghai,Toronto,2024-10-03,2024-10-19,2024-10-19,73.9,4293.63,delivered
SH-04553,Widget-A,Maersk,Berlin,New York,2023-03-07,2023-03-26,2023-03-27,212.7,4249.78,delayed
SH-04554,Widget-A,FedEx,Shanghai,Los Angeles,2023-09-30,2023-10-17,2023-10-17,159.6,706.88,delivered
SH-04555,Widget-A,DHL,London,New York,2023-07-15,2023-07-20,2023-07-20,94.0,4914.48,delivered
SH-04556,Sensor-L,USPS,Mumbai,Singapore,2023-06-19,2023-07-09,2023-07-19,67.3,4628.63,delayed
SH-04557,Assembly-Z,Blue Dart,Tokyo,Dubai,2023-03-03,2023-03-23,2023-03-23,274.2,717.93,delivered
SH-04558,Sensor-L,Maersk,Sao Paulo,Dubai,2023-02-07,2023-03-09,2023-03-10,407.3,3765.97,delayed
SH-04559,Widget-A,FedEx,Tokyo,New York,2024-04-08,2024-04-27,2024-04-27,143.3,1402.15,delivered
SH-04560,Widget-A,Blue Dart,Chicago,Los Angeles,2023-10-04,2023-10-11,2023-10-11,421.2,860.36,delivered
SH-04561,Widget-B,Blue Dart,Berlin,Dubai,2024-12-23,2025-01-22,2025-01-24,184.4,2601.31,delivered
SH-04562,Assembly-Z,Maersk,Berlin,Singapore,2023-11-26,2023-12-22,2023-12-25,235.5,2192.53,delayed
SH-04563,Gadget-X,USPS,Mumbai,New York,2024-05-16,2024-06-10,2024-06-20,170.3,2502.08,delayed
SH-04564,Part-Y,Maersk,Chicago,Sydney,2024-08-11,2024-08-29,2024-09-03,8.4,1569.74,delayed
SH-04565,Part-Y,USPS,Berlin,Singapore,2024-10-02,2024-10-08,2024-10-08,336.5,530.33,delivered
SH-04566,Widget-A,UPS,Berlin,Toronto,2023-01-05,2023-02-01,2023-02-01,217.1,141.7,delivered
SH-04567,Sensor-L,USPS,Tokyo,Sydney,2023-05-17,2023-06-05,2023-06-05,213.1,90.17,in_transit
SH-04568,Assembly-Z,Blue Dart,Chicago,Sydney,2024-09-24,2024-10-10,2024-10-10,9.0,2438.56,delivered
SH-04569,Widget-A,FedEx,Sao Paulo,London,2023-03-25,2023-04-22,2023-04-22,65.2,838.5,delivered
SH-04570,Widget-B,USPS,Shanghai,Toronto,2023-05-21,2023-06-05,2023-06-05,65.8,1397.95,delivered
SH-04571,Motor-K,USPS,Tokyo,Los Angeles,2024-08-19,2024-08-31,2024-08-31,161.2,1876.9,in_transit
SH-04572,Part-Y,Maersk,London,Sydney,2023-12-11,2023-12-19,2023-12-29,382.0,4726.89,delivered
SH-04573,Motor-K,DHL,Chicago,Los Angeles,2023-12-05,2023-12-09,2023-12-10,243.2,4300.67,delivered
SH-04574,Gadget-X,DHL,Shanghai,Los Angeles,2024-07-27,2024-08-24,2024-08-31,85.7,1664.82,delivered
SH-04575,Valve-M,USPS,London,Singapore,2024-07-18,2024-08-16,2024-08-16,26.2,3303.46,delivered
SH-04576,Valve-M,USPS,London,Singapore,2023-11-29,2023-12-26,2023-12-26,453.9,3111.51,delivered
SH-04577,Motor-K,UPS,Mumbai,Toronto,2024-07-30,2024-08-23,2024-09-02,312.3,2489.31,delivered
SH-04578,Widget-A,UPS,Shanghai,Toronto,2024-11-25,2024-12-25,2024-12-28,112.4,2592.28,delayed
SH-04579,Widget-A,USPS,Berlin,Toronto,2023-10-03,2023-10-07,2023-10-08,45.3,2858.19,delivered
SH-04580,Sensor-L,USPS,Tokyo,London,2023-03-26,2023-04-02,2023-04-02,235.2,1611.02,delivered
SH-04581,Part-Y,Blue Dart,Sao Paulo,Toronto,2024-12-12,2025-01-01,2025-01-01,241.3,3531.58,delivered
SH-04582,Sensor-L,FedEx,Berlin,Los Angeles,2023-12-08,2023-12-16,2023-12-19,361.6,3742.97,delivered
SH-04583,Motor-K,UPS,Shanghai,Sydney,2023-01-23,2023-02-03,2023-02-03,395.4,1034.4,in_transit
SH-04584,Valve-M,USPS,Chicago,Los Angeles,2024-02-22,2024-02-27,2024-02-27,224.7,2613.58,in_transit
SH-04585,Part-Y,Blue Dart,Mumbai,Singapore,2024-10-28,2024-11-12,2024-11-12,254.0,1444.97,delayed
SH-04586,Widget-B,Maersk,Shanghai,Los Angeles,2024-12-29,2025-01-20,2025-01-20,101.6,4143.94,delivered
SH-04587,Motor-K,DHL,Berlin,New York,2024-11-24,2024-12-04,2024-12-04,264.8,1517.29,in_transit
SH-04588,Widget-A,Blue Dart,Mumbai,Singapore,2024-03-05,2024-03-28,2024-04-07,8.4,3030.38,delivered
SH-04589,Widget-A,Blue Dart,Mumbai,Singapore,2023-07-23,2023-07-28,2023-07-28,454.3,171.6,delivered
SH-04590,Valve-M,Maersk,London,Sydney,2023-09-04,2023-09-20,2023-09-21,227.7,4268.76,delivered
SH-04591,Assembly-Z,DHL,Berlin,London,2023-12-17,2024-01-13,2024-01-14,165.7,4429.84,delivered
SH-04592,Motor-K,Blue Dart,Berlin,Los Angeles,2023-08-02,2023-08-13,2023-08-15,179.4,3699.31,delivered
SH-04593,Sensor-L,USPS,Mumbai,Dubai,2023-04-24,2023-04-30,2023-04-30,157.9,1039.04,delivered
SH-04594,Part-Y,Blue Dart,Mumbai,Los Angeles,2023-02-20,2023-03-12,2023-03-15,326.6,4395.71,delivered
SH-04595,Assembly-Z,Blue Dart,Sao Paulo,London,2023-07-30,2023-08-13,2023-08-18,168.5,3930.55,delivered
SH-04596,Assembly-Z,FedEx,Chicago,Los Angeles,2024-04-20,2024-04-23,2024-04-23,400.2,2121.59,delivered
SH-04597,Motor-K,Blue Dart,Shanghai,Singapore,2024-01-30,2024-02-16,2024-02-16,412.5,1538.96,delivered
SH-04598,Widget-B,Maersk,Berlin,Dubai,2024-06-03,2024-06-21,2024-06-21,492.0,3677.78,delivered
SH-04599,Valve-M,UPS,Shanghai,Los Angeles,2023-09-19,2023-10-13,2023-10-13,291.8,282.6,delivered
SH-04600,Motor-K,UPS,Tokyo,New York,2024-08-03,2024-08-16,2024-08-17,79.3,3706.53,delivered
SH-04601,Valve-M,Maersk,London,New York,2024-01-05,2024-01-24,2024-01-27,80.8,2737.8,delivered
SH-04602,Widget-B,USPS,Tokyo,Toronto,2024-07-03,2024-07-14,2024-07-16,359.3,4769.28,in_transit
SH-04603,Widget-B,Maersk,Tokyo,Singapore,2023-11-04,2023-12-03,2023-12-06,167.2,2918.15,delivered
SH-04604,Motor-K,Maersk,Tokyo,London,2024-12-24,2025-01-18,2025-01-21,499.2,2171.31,delivered
SH-04605,Widget-A,FedEx,Berlin,New York,2023-11-26,2023-12-03,2023-12-03,484.3,861.83,delayed
SH-04606,Sensor-L,Maersk,Sao Paulo,London,2023-06-09,2023-07-09,2023-07-16,165.5,2476.15,in_transit
SH-04607,Valve-M,Maersk,Sao Paulo,Singapore,2023-01-10,2023-02-07,2023-02-07,173.7,239.58,in_transit
SH-04608,Widget-A,Blue Dart,Sao Paulo,Singapore,2024-12-02,2024-12-14,2024-12-14,376.8,2126.24,delivered
SH-04609,Widget-A,Blue Dart,Mumbai,Dubai,2023-05-27,2023-06-23,2023-06-28,349.0,300.62,delivered
SH-04610,Valve-M,Maersk,Tokyo,New York,2024-12-08,2024-12-20,2024-12-25,414.4,2484.01,delivered
SH-04611,Part-Y,FedEx,Chicago,New York,2023-10-04,2023-10-29,2023-10-29,111.2,1500.89,delivered
SH-04612,Widget-B,Maersk,Berlin,London,2024-05-14,2024-06-04,2024-06-07,241.0,4217.51,delivered
SH-04613,Part-Y,UPS,London,Dubai,2024-05-14,2024-05-28,2024-05-28,377.3,2457.08,delivered
SH-04614,Widget-A,Maersk,Chicago,Dubai,2024-05-29,2024-06-11,2024-06-11,467.8,365.13,delivered
SH-04615,Motor-K,DHL,London,Sydney,2024-01-03,2024-01-29,2024-01-30,338.8,418.54,delivered
SH-04616,Assembly-Z,FedEx,Sao Paulo,Los Angeles,2024-03-07,2024-03-23,2024-03-25,210.6,3735.15,delayed
SH-04617,Motor-K,USPS,Berlin,London,2024-02-02,2024-02-13,2024-02-13,60.1,2075.4,delivered
SH-04618,Motor-K,Maersk,Mumbai,Los Angeles,2023-03-15,2023-03-25,2023-03-25,66.3,4532.9,delayed
SH-04619,Sensor-L,USPS,Chicago,New York,2023-03-18,2023-04-06,2023-04-06,296.9,421.4,delivered
SH-04620,Valve-M,Blue Dart,Berlin,Dubai,2023-05-29,2023-06-21,2023-06-28,419.8,3503.1,delivered
SH-04621,Assembly-Z,USPS,Chicago,Dubai,2024-02-02,2024-02-23,2024-02-24,377.0,2544.73,in_transit
SH-04622,Widget-B,USPS,Chicago,Los Angeles,2024-09-13,2024-09-29,2024-10-06,29.7,822.75,delivered
SH-04623,Sensor-L,USPS,London,Los Angeles,2024-10-04,2024-10-08,2024-10-08,90.6,1747.51,delivered
SH-04624,Assembly-Z,UPS,Mumbai,New York,2024-07-30,2024-08-25,2024-08-25,470.7,683.7,delivered
SH-04625,Widget-B,Maersk,Chicago,Los Angeles,2023-10-16,2023-10-31,2023-11-03,486.5,3769.43,delivered
SH-04626,Part-Y,Maersk,Tokyo,Singapore,2023-04-03,2023-04-24,2023-04-26,9.0,2627.96,delivered
SH-04627,Widget-A,Maersk,London,Los Angeles,2024-11-14,2024-11-28,2024-11-28,87.3,75.17,delivered
SH-04628,Part-Y,Blue Dart,Tokyo,London,2023-07-13,2023-07-27,2023-07-27,245.4,1877.96,delivered
SH-04629,Assembly-Z,FedEx,Shanghai,Toronto,2024-09-27,2024-10-23,2024-10-23,149.3,56.87,delivered
SH-04630,Valve-M,UPS,Shanghai,Los Angeles,2024-12-27,2024-12-31,2024-12-31,376.3,1553.06,delivered
SH-04631,Assembly-Z,Blue Dart,Chicago,Los Angeles,2024-06-20,2024-06-28,2024-07-05,374.2,1634.51,delivered
SH-04632,Sensor-L,FedEx,Shanghai,Dubai,2024-11-30,2024-12-26,2024-12-26,257.7,3767.69,delivered
SH-04633,Sensor-L,Blue Dart,Tokyo,Singapore,2023-01-14,2023-01-24,2023-01-26,291.6,2535.3,delivered
SH-04634,Motor-K,UPS,Tokyo,Singapore,2024-02-27,2024-03-05,2024-03-10,437.4,3555.2,delivered
SH-04635,Widget-B,Maersk,Chicago,Toronto,2023-04-07,2023-04-30,2023-04-30,301.6,4050.55,in_transit
SH-04636,Sensor-L,Maersk,Mumbai,Sydney,2023-08-03,2023-08-26,2023-08-26,325.6,4693.48,delivered
SH-04637,Widget-B,Blue Dart,Mumbai,Los Angeles,2023-11-08,2023-11-26,2023-11-26,207.4,4247.51,in_transit
SH-04638,Widget-A,UPS,Mumbai,Singapore,2024-08-18,2024-09-06,2024-09-06,245.9,260.5,delivered
SH-04639,Assembly-Z,FedEx,London,Los Angeles,2023-06-27,2023-07-21,2023-07-26,245.5,1105.26,delayed
SH-04640,Part-Y,UPS,Tokyo,London,2024-10-10,2024-11-04,2024-11-04,369.9,643.83,delivered
SH-04641,Sensor-L,Maersk,London,New York,2024-12-06,2024-12-23,2024-12-30,291.2,1721.38,delivered
SH-04642,Valve-M,USPS,Shanghai,Sydney,2023-09-13,2023-09-17,2023-09-17,394.9,642.12,delivered
SH-04643,Assembly-Z,USPS,Sao Paulo,New York,2024-02-12,2024-02-25,2024-02-25,250.5,812.47,delivered
SH-04644,Gadget-X,FedEx,Tokyo,New York,2024-09-05,2024-09-24,2024-09-24,164.3,1393.54,in_transit
SH-04645,Assembly-Z,USPS,Shanghai,Los Angeles,2024-04-23,2024-05-10,2024-05-11,200.3,438.22,delivered
SH-04646,Gadget-X,USPS,Mumbai,Los Angeles,2023-12-27,2024-01-13,2024-01-13,351.7,4027.71,delivered
SH-04647,Assembly-Z,Blue Dart,Sao Paulo,Singapore,2024-02-01,2024-02-07,2024-02-10,407.4,4448.51,delivered
SH-04648,Assembly-Z,USPS,London,London,2023-05-15,2023-06-05,2023-06-05,95.3,4264.5,in_transit
SH-04649,Valve-M,Maersk,London,Sydney,2023-09-20,2023-10-16,2023-10-16,38.9,4408.83,delivered
SH-04650,Motor-K,FedEx,London,Singapore,2024-07-09,2024-07-29,2024-07-29,478.3,4579.42,delivered
SH-04651,Motor-K,Blue Dart,Chicago,Singapore,2024-12-25,2025-01-15,2025-01-15,222.1,949.73,delivered
SH-04652,Part-Y,Maersk,London,New York,2023-08-02,2023-08-23,2023-08-30,461.9,2902.18,delivered
SH-04653,Widget-A,Maersk,Chicago,New York,2023-10-19,2023-10-24,2023-10-24,281.2,1645.99,delivered
SH-04654,Valve-M,USPS,Shanghai,Sydney,2023-08-24,2023-09-09,2023-09-09,68.3,3349.67,in_transit
SH-04655,Widget-B,FedEx,Mumbai,New York,2023-01-30,2023-03-01,2023-03-01,379.3,2895.53,delivered
SH-04656,Part-Y,Maersk,Mumbai,New York,2024-03-13,2024-03-28,2024-03-29,100.1,2227.33,delivered
SH-04657,Part-Y,Maersk,Berlin,Sydney,2023-10-30,2023-11-26,2023-11-26,241.8,2308.1,in_transit
SH-04658,Motor-K,Maersk,Tokyo,Toronto,2023-04-14,2023-05-05,2023-05-10,163.3,4030.56,delivered
SH-04659,Valve-M,FedEx,Berlin,London,2023-07-18,2023-08-08,2023-08-08,195.9,2261.2,delivered
SH-04660,Assembly-Z,Blue Dart,Sao Paulo,New York,2024-09-07,2024-09-17,2024-09-17,295.4,3717.34,delivered
SH-04661,Valve-M,Blue Dart,Mumbai,Singapore,2023-12-16,2023-12-27,2023-12-27,330.7,3778.94,in_transit
SH-04662,Widget-B,FedEx,London,Los Angeles,2024-06-13,2024-07-02,2024-07-02,165.6,4905.39,in_transit
SH-04663,Sensor-L,Maersk,Mumbai,London,2023-05-20,2023-06-10,2023-06-20,136.4,2484.26,delivered
SH-04664,Motor-K,USPS,Shanghai,London,2024-06-04,2024-06-08,2024-06-13,7.6,466.76,delivered
SH-04665,Valve-M,Blue Dart,Shanghai,New York,2023-10-28,2023-11-12,2023-11-12,13.3,4583.08,delivered
SH-04666,Part-Y,USPS,Sao Paulo,London,2024-11-18,2024-11-22,2024-11-22,129.2,2213.52,delivered
SH-04667,Valve-M,DHL,Mumbai,Toronto,2024-12-27,2025-01-06,2025-01-11,201.2,2868.69,delivered
SH-04668,Assembly-Z,FedEx,Mumbai,New York,2024-08-10,2024-09-02,2024-09-02,287.4,1600.02,in_transit
