review_id,product,category,rating,sentiment,review_date,helpful_votes,verified_purchase,review_length
R-020191,Product-E10,Sports,5,positive,2022-11-22,29,Yes,420
R-020192,Product-D7,Electronics,5,positive,2024-08-27,26,Yes,493
R-020193,Product-C4,Software,5,positive,2023-03-23,1,No,188
R-020194,Product-C5,Home,4,positive,2024-10-25,9,Yes,133
R-020195,Product-C7,Electronics,1,negative,2022-02-09,30,Yes,140
R-020196,Product-C10,Books,2,negative,2024-04-15,32,Yes,489
R-020197,Product-B8,Home,5,positive,2024-10-25,26,Yes,125
R-020198,Product-B7,Books,4,positive,2024-09-02,24,Yes,216
R-020199,Product-B8,Sports,5,positive,2023-03-06,29,Yes,236
R-020200,Product-A7,Sports,4,positive,2022-02-23,20,Yes,111
R-020201,Product-E6,Electronics,2,negative,2022-02-02,9,Yes,320
R-020202,Product-A3,Software,5,positive,2024-11-11,39,Yes,312
R-020203,Product-B3,Software,5,positive,2023-02-04,11,Yes,46
R-020204,Product-B9,Software,4,positive,2022-12-04,18,Yes,348
R-020205,Product-E4,Books,3,neutral,2023-09-28,33,Yes,468
R-020206,Product-A2,Books,3,neutral,2022-09-24,6,Yes,113
R-020207,Product-C2,Sports,5,positive,2024-09-17,37,Yes,90
R-020208,Product-C8,Books,5,positive,2023-03-06,44,Yes,49
R-020209,Product-A8,Books,4,positive,2024-02-28,39,Yes,324
R-020210,Product-E7,Sports,4,positive,2024-04-04,36,Yes,411
R-020211,Product-C10,Books,4,positive,2024-03-13,24,Yes,97
R-020212,Product-C1,Sports,2,negative,2024-04-20,39,Yes,304
R-020213,Product-B3,Sports,4,positive,2024-05-17,8,Yes,328
R-020214,Product-B1,Sports,5,positive,2023-03-12,0,Yes,90
R-020215,Product-C1,Electronics,3,neutral,2024-09-22,2,Yes,202
R-020216,Product-E8,Books,4,positive,2024-09-06,6,Yes,43
R-020217,Product-D9,Electronics,5,positive,2024-02-17,45,Yes,125
R-020218,Product-E2,Books,4,positive,2023-04-14,3,Yes,401
R-020219,Product-E10,Books,4,positive,2023-07-28,22,Yes,170
R-020220,Product-B2,Sports,3,neutral,2024-08-21,4,No,84
R-020221,Product-E7,Books,5,positive,2022-03-05,16,Yes,50
R-020222,Product-D4,Sports,5,positive,2024-08-16,5,Yes,468
R-020223,Product-A4,Sports,4,positive,2023-12-24,22,Yes,245
R-020224,Product-B2,Software,4,positive,2024-05-11,38,Yes,151
R-020225,Product-B3,Home,5,positive,2023-11-12,2,Yes,125
R-020226,Product-B2,Software,5,positive,2023-07-07,31,No,220
R-020227,Product-B1,Books,4,positive,2023-10-24,1,Yes,34
R-020228,Product-A8,Home,5,positive,2024-08-05,16,No,310
R-020229,Product-E7,Software,5,positive,2023-01-09,27,No,206
R-020230,Product-E7,Sports,4,positive,2023-09-29,26,Yes,302
R-020231,Product-C5,Electronics,5,positive,2022-12-10,2,Yes,134
R-020232,Product-E6,Books,5,positive,2024-04-06,0,Yes,202
R-020233,Product-E2,Books,5,positive,2022-10-18,25,Yes,104
R-020234,Product-D4,Books,5,positive,2024-10-27,9,Yes,267
R-020235,Product-B8,Home,5,positive,2022-05-25,21,Yes,114
R-020236,Product-B2,Books,5,positive,2024-11-27,22,Yes,417
R-020237,Product-B5,Software,5,positive,2023-09-07,33,Yes,50
R-020238,Product-C6,Electronics,5,positive,2024-10-31,45,Yes,389
R-020239,Product-C6,Electronics,4,positive,2024-04-12,0,Yes,23
R-020240,Product-C4,Books,4,positive,2023-11-02,36,Yes,190
R-020241,Product-B7,Home,3,neutral,2022-03-01,3,No,419
R-020242,Product-C7,Electronics,3,neutral,2023-11-25,31,Yes,167
R-020243,Product-E2,Electronics,3,neutral,2024-01-09,14,Yes,473
R-020244,Product-C9,Books,4,positive,2022-07-03,13,No,59
R-020245,Product-D9,Books,3,neutral,2024-05-29,39,Yes,212
R-020246,Product-C7,Sports,1,negative,2024-03-13,11,Yes,167
R-020247,Product-A3,Home,5,positive,2022-10-04,4,Yes,447
R-020248,Product-C2,Home,2,negative,2022-01-15,40,No,423
R-020249,Product-D2,Electronics,4,positive,2024-05-15,11,Yes,121
R-020250,Product-A3,Books,5,positive,2023-09-05,45,No,333
R-020251,Product-A7,Electronics,4,positive,2024-03-29,46,Yes,152
R-020252,Product-C6,Software,4,positive,2024-02-10,32,Yes,489
R-020253,Product-A3,Electronics,5,positive,2023-10-21,12,No,174
R-020254,Product-A2,Electronics,4,positive,2024-03-05,47,No,297
R-020255,Product-E2,Software,5,positive,2023-12-30,14,Yes,322
R-020256,Product-C1,Electronics,3,neutral,2022-03-17,14,No,388
R-020257,Product-A5,Sports,2,negative,2024-12-31,18,Yes,497
R-020258,Product-C1,Books,4,positive,2023-02-02,22,Yes,377
R-020259,Product-E2,Software,3,neutral,2024-08-16,43,No,149
R-020260,Product-B6,Home,4,positive,2022-04-07,41,Yes,197
R-020261,Product-C4,Home,3,neutral,2024-02-28,46,Yes,328
R-020262,Product-E9,Books,5,positive,2022-06-04,21,Yes,31
R-020263,Product-D1,Sports,2,negative,2024-05-27,3,Yes,29
R-020264,Product-E8,Electronics,4,positive,2022-01-13,39,Yes,372
R-020265,Product-D10,Electronics,4,positive,2022-07-04,36,Yes,259
R-020266,Product-C8,Books,4,positive,2024-02-02,48,Yes,192
R-020267,Product-C8,Home,3,neutral,2024-09-22,35,Yes,214
R-020268,Product-C1,Electronics,5,positive,2023-05-10,2,Yes,416
R-020269,Product-A2,Sports,5,positive,2024-03-02,8,Yes,489
R-020270,Product-E7,Electronics,5,positive,2023-10-23,49,Yes,492
R-020271,Product-A2,Sports,3,neutral,2023-04-21,41,Yes,382
R-020272,Product-C3,Software,5,positive,2024-04-15,49,Yes,151
R-020273,Product-C5,Home,3,neutral,2022-12-27,49,Yes,115
R-020274,Product-E9,Software,2,negative,2024-11-23,9,Yes,203
R-020275,Product-D3,Electronics,4,positive,2024-06-23,28,No,268
R-020276,Product-C6,Home,2,negative,2024-02-23,31,Yes,464
R-020277,Product-B1,Home,5,positive,2022-06-06,31,Yes,289
R-020278,Product-C1,Home,5,positive,2023-03-14,44,No,328
R-020279,Product-D1,Books,5,positive,2022-10-18,23,Yes,107
R-020280,Product-C4,Home,5,positive,2022-08-21,0,Yes,361
R-020281,Product-A8,Electronics,5,positive,2024-09-29,21,Yes,175
R-020282,Product-C6,Electronics,5,positive,2024-03-31,10,Yes,224
R-020283,Product-E4,Sports,4,positive,2023-04-04,26,Yes,191
R-020284,Product-C7,Home,4,positive,2022-09-20,43,No,482
R-020285,Product-E1,Sports,5,positive,2024-07-25,6,No,375
R-020286,Product-A5,Software,5,positive,2024-08-20,7,Yes,418
R-020287,Product-B6,Books,3,neutral,2023-02-09,22,Yes,43
R-020288,Product-E8,Sports,5,positive,2023-08-26,8,Yes,35
R-020289,Product-A4,Electronics,5,positive,2022-02-19,30,Yes,208
R-020290,Product-C2,Electronics,5,positive,2024-11-17,33,Yes,494
R-020291,Product-A4,Books,5,positive,2022-03-16,47,Yes,188
R-020292,Product-C9,Electronics,5,positive,2022-05-12,10,Yes,51
R-020293,Product-E7,Books,4,positive,2024-11-04,14,No,404
R-020294,Product-B3,Software,3,neutral,2023-03-31,0,Yes,394
R-020295,Product-E6,Home,5,positive,2024-03-17,12,Yes,123
R-020296,Product-B6,Home,4,positive,2022-08-08,8,Yes,449
R-020297,Product-D3,Sports,5,positive,2022-01-21,16,Yes,154
R-020298,Product-A9,Electronics,3,neutral,2022-08-26,4,No,474
R-020299,Product-D7,Sports,5,positive,2022-04-07,10,Yes,317
R-020300,Product-B2,Sports,4,positive,2022-01-26,28,Yes,154
R-020301,Product-D4,Home,4,positive,2024-08-24,13,Yes,320
R-020302,Product-E9,Books,5,positive,2022-05-25,33,Yes,489
R-020303,Product-E6,Books,4,positive,2023-07-04,20,No,75
R-020304,Product-B6,Software,5,positive,2023-01-12,27,Yes,437
R-020305,Product-C4,Sports,4,positive,2024-01-02,31,Yes,58
R-020306,Product-E2,Electronics,5,positive,2022-02-28,25,No,115
R-020307,Product-C1,Books,5,positive,2022-11-27,41,No,203
R-020308,Product-A3,Books,5,positive,2023-09-14,33,Yes,134
R-020309,Product-E3,Home,4,positive,2023-12-30,24,Yes,313
R-020310,Product-C6,Home,5,positive,2024-06-30,33,Yes,71
R-020311,Product-B6,Software,5,positive,2022-10-14,39,Yes,250
R-020312,Product-B6,Books,3,neutral,2023-10-14,40,Yes,316
R-020313,Product-B1,Books,2,negative,2024-05-05,24,Yes,456
R-020314,Product-B8,Books,1,negative,2024-12-09,30,Yes,115
R-020315,Product-C10,Home,5,positive,2024-06-03,35,Yes,308
R-020316,Product-A10,Books,4,positive,2022-07-11,42,Yes,397
R-020317,Product-A8,Software,5,positive,2022-06-14,43,Yes,373
R-020318,Product-D10,Software,4,positive,2022-12-01,13,Yes,281
R-020319,Product-E10,Books,5,positive,2024-01-18,26,Yes,69
R-020320,Product-D3,Books,5,positive,2024-07-05,50,Yes,444
R-020321,Product-C10,Home,5,positive,2023-11-24,33,Yes,353
R-020322,Product-A9,Home,5,positive,2024-01-15,44,Yes,413
R-020323,Product-D8,Electronics,5,positive,2024-10-14,27,No,376
R-020324,Product-C4,Home,5,positive,2023-04-19,18,Yes,131
R-020325,Product-A6,Sports,4,positive,2023-12-15,13,Yes,371
R-020326,Product-A8,Electronics,3,neutral,2024-02-12,2,Yes,441
R-020327,Product-D2,Books,5,positive,2023-08-14,41,No,29
R-020328,Product-D6,Electronics,5,positive,2022-04-08,10,Yes,129
R-020329,Product-B10,Electronics,4,positive,2023-11-06,26,No,372
R-020330,Product-A1,Books,4,positive,2023-09-30,47,Yes,83
R-020331,Product-E2,Home,5,positive,2023-05-14,32,Yes,68
R-020332,Product-E4,Books,4,positive,2024-05-21,49,Yes,385
R-020333,Product-D9,Electronics,2,negative,2022-04-09,22,Yes,311
R-020334,Product-A7,Software,2,negative,2022-10-04,47,Yes,48
R-020335,Product-C5,Home,3,neutral,2024-06-07,43,No,229
R-020336,Product-C10,Home,5,positive,2024-06-11,30,Yes,66
R-020337,Product-E5,Home,5,positive,2022-08-03,5,No,28
R-020338,Product-D10,Software,2,negative,2024-07-04,33,Yes,34
R-020339,Product-B3,Electronics,4,positive,2023-10-07,27,Yes,391
R-020340,Product-E5,Books,5,positive,2022-03-12,44,Yes,266
R-020341,Product-A1,Home,3,neutral,2023-10-22,20,Yes,317
R-020342,Product-A8,Electronics,1,negative,2024-12-14,43,Yes,278
R-020343,Product-B2,Books,3,neutral,2023-11-25,46,Yes,258
R-020344,Product-A4,Sports,4,positive,2024-03-15,13,Yes,292
R-020345,Product-A5,Books,5,positive,2022-12-09,1,No,135
R-020346,Product-B6,Software,2,negative,2024-11-22,15,Yes,482
R-020347,Product-A5,Home,5,positive,2023-07-19,41,Yes,468
R-020348,Product-B8,Sports,5,positive,2022-04-09,37,Yes,211
R-020349,Product-D5,Electronics,4,positive,2024-08-13,3,Yes,140
R-020350,Product-C7,Sports,4,positive,2023-04-09,35,Yes,183
R-020351,Product-C4,Sports,2,negative,2023-06-17,28,No,125
R-020352,Product-C2,Software,4,positive,2022-11-04,29,Yes,150
R-020353,Product-D10,Sports,5,positive,2024-12-12,5,Yes,333
R-020354,Product-B10,Electronics,2,negative,2022-01-24,43,Yes,466
R-020355,Product-B6,Sports,4,positive,2024-08-08,22,Yes,437
R-020356,Product-D2,Electronics,5,positive,2024-04-03,18,Yes,58
R-020357,Product-C4,Home,5,positive,2022-10-13,37,Yes,300
R-020358,Product-D9,Software,5,positive,2024-01-30,42,No,166
R-020359,Product-C4,Sports,4,positive,2023-08-18,5,No,49
R-020360,Product-A5,Home,2,negative,2024-03-24,34,No,223
R-020361,Product-C8,Sports,4,positive,2022-04-17,8,Yes,256
R-020362,Product-B2,Electronics,5,positive,2022-04-16,8,Yes,447
R-020363,Product-E6,Sports,5,positive,2023-12-25,10,Yes,60
R-020364,Product-D8,Sports,1,negative,2022-09-01,50,Yes,351
R-020365,Product-B6,Software,5,positive,2022-07-23,2,Yes,360
R-020366,Product-C2,Software,5,positive,2022-09-08,43,Yes,161
R-020367,Product-E8,Home,3,neutral,2024-11-01,27,Yes,481
R-020368,Product-D5,Home,4,positive,2023-12-21,2,Yes,418
R-020369,Product-C2,Home,5,positive,2023-10-26,28,Yes,72
R-020370,Product-A3,Software,4,positive,2022-11-18,27,Yes,221
R-020371,Product-D10,Electronics,1,negative,2022-08-08,28,Yes,424
R-020372,Product-B10,Software,4,positive,2024-01-25,9,Yes,147
R-020373,Product-A9,Software,2,negative,2024-02-25,31,Yes,264
R-020374,Product-D5,Home,5,positive,2022-07-16,30,No,103
R-020375,Product-E1,Home,3,neutral,2024-06-17,33,No,133
R-020376,Product-A9,Software,5,positive,2022-01-19,31,Yes,104
R-020377,Product-D10,Books,5,positive,2022-10-27,5,Yes,308
R-020378,Product-D8,Books,2,negative,2024-04-10,4,Yes,215
R-020379,Product-A3,Home,3,neutral,2023-12-24,45,Yes,242
R-020380,Product-B8,Home,5,positive,2023-09-11,25,Yes,217
R-020381,Product-E9,Sports,4,positive,2022-01-03,47,Yes,476
R-020382,Product-A4,Electronics,5,positive,2022-04-10,49,Yes,46
R-020383,Product-D10,Software,5,positive,2022-09-14,21,Yes,415
R-020384,Product-D7,Electronics,4,positive,2022-04-03,13,Yes,362
R-020385,Product-E1,Sports,5,positive,2024-10-18,39,Yes,423
R-020386,Product-A10,Sports,5,positive,2023-12-24,37,Yes,303
R-020387,Product-D6,Software,5,positive,2023-08-01,12,Yes,269
R-020388,Product-E10,Software,5,positive,2022-01-07,38,Yes,372
R-020389,Product-C7,Software,5,positive,2024-05-19,5,Yes,188
R-020390,Product-E9,Books,1,negative,2023-08-11,37,Yes,176
R-020391,Product-B5,Electronics,2,negative,2022-03-02,41,Yes,290
R-020392,Product-E7,Software,5,positive,2022-02-08,46,No,274
R-020393,Product-C4,Software,5,positive,2024-04-09,19,Yes,52
R-020394,Product-E10,Home,5,positive,2023-09-04,33,Yes,331
R-020395,Product-A8,Electronics,2,negative,2022-01-08,43,Yes,267
R-020396,Product-D7,Home,3,neutral,2023-12-25,18,No,426
R-020397,Product-E8,Sports,4,positive,2022-10-10,44,Yes,241
R-020398,Product-D10,Sports,3,neutral,2022-06-27,35,Yes,313
R-020399,Product-E7,Home,4,positive,2024-07-13,14,No,131
R-020400,Product-E6,Electronics,4,positive,2024-08-12,12,Yes,190
R-020401,Product-C7,Software,4,positive,2023-03-04,45,No,213
R-020402,Product-D3,Sports,3,neutral,2022-05-01,50,Yes,58
R-020403,Product-D4,Home,5,positive,2022-08-07,27,Yes,430
R-020404,Product-C8,Sports,5,positive,2024-03-14,28,Yes,110
R-020405,Product-E8,Home,5,positive,2024-07-09,23,Yes,36
R-020406,Product-D5,Software,4,positive,2023-07-05,36,Yes,434
R-020407,Product-D7,Home,5,positive,2024-12-11,22,Yes,348
R-020408,Product-D6,Electronics,1,negative,2022-11-17,4,Yes,94
R-020409,Product-D7,Electronics,3,neutral,2024-07-08,19,Yes,48
R-020410,Product-D7,Sports,4,positive,2022-12-06,18,Yes,256
R-020411,Product-D8,Sports,5,positive,2023-06-04,23,Yes,61
R-020412,Product-E6,Books,4,positive,2024-11-30,15,Yes,210
R-020413,Product-A8,Software,5,positive,2022-04-26,41,Yes,446
R-020414,Product-D5,Sports,5,positive,2022-05-11,36,Yes,144
R-020415,Product-D7,Software,5,positive,2022-10-04,32,Yes,21
R-020416,Product-D5,Electronics,5,positive,2022-10-30,10,No,466
R-020417,Product-A9,Sports,2,negative,2023-06-14,47,Yes,63
R-020418,Product-D9,Software,5,positive,2022-01-11,46,Yes,132
R-020419,Product-E5,Sports,4,positive,2024-12-11,2,Yes,402
R-020420,Product-E9,Books,4,positive,2023-10-09,8,Yes,382
R-020421,Product-C10,Software,4,positive,2024-05-23,40,Yes,373
R-020422,Product-D3,Electronics,4,positive,2023-10-23,31,No,205
R-020423,Product-A8,Electronics,4,positive,2024-03-30,49,No,263
R-020424,Product-A8,Software,2,negative,2023-09-10,6,Yes,277
R-020425,Product-E3,Software,1,negative,2022-04-08,36,Yes,61
R-020426,Product-B2,Sports,5,positive,2023-08-17,11,Yes,75
R-020427,Product-B9,Electronics,5,positive,2023-10-25,44,Yes,85
R-020428,Product-E9,Electronics,4,positive,2024-11-04,36,Yes,406
R-020429,Product-A1,Sports,4,positive,2023-10-19,42,Yes,457
R-020430,Product-B4,Books,5,positive,2024-09-03,32,Yes,139
R-020431,Product-C8,Books,4,positive,2023-03-08,18,Yes,232
R-020432,Product-E8,Home,4,positive,2022-05-06,10,Yes,165
R-020433,Product-D4,Home,5,positive,2022-09-27,24,Yes,65
R-020434,Product-B9,Software,5,positive,2024-06-30,29,Yes,93
R-020435,Product-C6,Books,5,positive,2023-07-07,35,Yes,35
R-020436,Product-E7,Sports,5,positive,2023-08-25,37,Yes,305
R-020437,Product-D6,Electronics,4,positive,2024-12-24,15,Yes,90
R-020438,Product-B2,Sports,5,positive,2022-07-28,45,Yes,128
R-020439,Product-B6,Sports,5,positive,2024-05-17,10,Yes,281
R-020440,Product-C10,Books,1,negative,2022-08-09,11,Yes,97
R-020441,Product-C3,Software,4,positive,2024-01-10,25,Yes,283
R-020442,Product-C2,Electronics,5,positive,2024-05-18,2,Yes,467
R-020443,Product-E4,Home,4,positive,2022-05-06,21,No,468
R-020444,Product-E10,Software,3,neutral,2023-03-17,15,Yes,59
R-020445,Product-B9,Electronics,2,negative,2022-10-09,5,Yes,192
R-020446,Product-A4,Electronics,4,positive,2022-03-18,23,Yes,424
R-020447,Product-D5,Sports,4,positive,2023-09-21,36,No,105
R-020448,Product-A1,Software,3,neutral,2023-04-24,12,Yes,48
R-020449,Product-B2,Electronics,4,positive,2024-12-05,25,Yes,441
R-020450,Product-B8,Electronics,3,neutral,2022-12-18,7,Yes,303
R-020451,Product-C2,Books,4,positive,2022-12-05,5,Yes,307
R-020452,Product-A7,Home,3,neutral,2024-05-19,21,Yes,34
R-020453,Product-A10,Software,2,negative,2022-04-02,23,Yes,434
R-020454,Product-D10,Books,5,positive,2023-02-24,42,No,23
R-020455,Product-E9,Books,1,negative,2022-03-20,16,No,198
R-020456,Product-C7,Home,5,positive,2022-07-28,32,Yes,495
R-020457,Product-A8,Software,3,neutral,2023-12-04,9,Yes,354
R-020458,Product-E6,Books,5,positive,2023-02-18,15,Yes,182
R-020459,Product-B2,Electronics,5,positive,2024-01-18,47,Yes,390
R-020460,Product-A5,Software,5,positive,2024-05-10,49,No,356
R-020461,Product-D1,Electronics,4,positive,2024-06-07,25,No,391
R-020462,Product-E5,Books,5,positive,2023-11-04,18,Yes,132
R-020463,Product-B7,Home,4,positive,2023-12-04,31,Yes,112
R-020464,Product-A3,Books,5,positive,2024-08-07,25,Yes,216
R-020465,Product-C4,Books,3,neutral,2022-08-21,30,No,53
R-020466,Product-B1,Home,5,positive,2024-08-05,5,Yes,348
R-020467,Product-C1,Software,2,negative,2023-09-04,29,Yes,448
R-020468,Product-E10,Electronics,5,positive,2023-10-27,31,Yes,118
R-020469,Product-D1,Sports,2,negative,2024-01-16,9,Yes,227
R-020470,Product-E2,Sports,5,positive,2024-11-24,32,Yes,284
R-020471,Product-D10,Electronics,3,neutral,2023-11-21,17,Yes,302
R-020472,Product-B7,Sports,2,negative,2022-04-18,9,Yes,190
R-020473,Product-C7,Software,4,positive,2023-12-06,47,Yes,114
R-020474,Product-D10,Software,5,positive,2023-01-12,4,Yes,435
R-020475,Product-A7,Software,4,positive,2023-05-07,3,Yes,401
R-020476,Product-E7,Software,5,positive,2022-01-30,41,Yes,169
R-020477,Product-B8,Sports,4,positive,2022-10-06,27,Yes,57
R-020478,Product-C4,Books,5,positive,2023-08-19,17,Yes,97
R-020479,Product-E7,Sports,5,positive,2022-02-08,13,Yes,311
R-020480,Product-B4,Home,2,negative,2022-09-26,38,Yes,194
R-020481,Product-D5,Software,5,positive,2024-12-02,14,No,80
R-020482,Product-E5,Sports,2,negative,2023-09-28,20,No,54
R-020483,Product-E3,Software,5,positive,2023-02-12,50,No,361
R-020484,Product-E2,Sports,4,positive,2022-10-19,32,Yes,22
R-020485,Product-D6,Software,5,positive,2022-10-25,31,Yes,373
R-020486,Product-E4,Software,4,positive,2023-12-19,36,Yes,61
R-020487,Product-B6,Sports,3,neutral,2023-12-16,18,Yes,344
R-020488,Product-C7,Software,5,positive,2023-09-23,9,Yes,268
R-020489,Product-E9,Sports,4,positive,2023-08-14,27,Yes,498
R-020490,Product-D1,Books,5,positive,2024-04-19,2,Yes,168
R-020491,Product-B6,Software,4,positive,2022-02-15,37,Yes,220
R-020492,Product-B8,Electronics,4,positive,2023-08-31,25,Yes,88
R-020493,Product-D10,Electronics,4,positive,2023-04-20,49,No,364
R-020494,Product-A1,Software,1,negative,2023-01-18,19,Yes,295
R-020495,Product-C4,Electronics,5,positive,2024-05-27,33,Yes,31
R-020496,Product-D10,Sports,4,positive,2024-12-28,19,Yes,24
R-020497,Product-B2,Software,5,positive,2022-08-10,32,Yes,413
R-020498,Product-D2,Home,2,negative,2022-12-18,40,Yes,43
R-020499,Product-C1,Home,5,positive,2024-01-07,15,Yes,498
R-020500,Product-C10,Books,4,positive,2024-01-30,24,Yes,251
R-020501,Product-E10,Electronics,5,positive,2022-08-11,35,Yes,498
R-020502,Product-C6,Home,5,positive,2023-12-19,6,Yes,127
R-020503,Product-E6,Books,5,positive,2023-07-27,2,Yes,253
R-020504,Product-C2,Home,4,positive,2022-05-17,14,Yes,267
R-020505,Product-D3,Books,5,positive,2022-07-06,45,Yes,219
R-020506,Product-B6,Home,5,positive,2023-01-25,50,Yes,164
R-020507,Product-C8,Books,5,positive,2024-12-08,18,Yes,212
R-020508,Product-B7,Home,4,positive,2022-06-26,47,Yes,22
R-020509,Product-D6,Books,3,neutral,2024-05-26,14,No,495
R-020510,Product-D6,Electronics,3,neutral,2022-01-15,3,Yes,22
R-020511,Product-B6,Electronics,4,positive,2022-05-21,8,Yes,370
R-020512,Product-C2,Electronics,5,positive,2024-09-09,48,Yes,48
R-020513,Product-E9,Books,4,positive,2022-07-12,27,Yes,452
R-020514,Product-A4,Books,4,positive,2023-06-01,9,No,449
R-020515,Product-A10,Electronics,4,positive,2023-04-16,25,Yes,83
R-020516,Product-A10,Home,5,positive,2022-04-12,33,Yes,172
R-020517,Product-E5,Electronics,5,positive,2024-07-07,42,Yes,230
R-020518,Product-C5,Books,5,positive,2024-06-23,5,Yes,421
R-020519,Product-B10,Software,2,negative,2024-04-09,3,Yes,299
R-020520,Product-C10,Electronics,5,positive,2023-01-26,23,Yes,89
R-020521,Product-D7,Electronics,5,positive,2024-01-23,32,Yes,213
R-020522,Product-B7,Sports,2,negative,2022-01-31,37,Yes,58
R-020523,Product-A7,Home,4,positive,2022-05-29,41,Yes,467
R-020524,Product-D2,Software,4,positive,2022-01-30,25,Yes,159
R-020525,Product-B1,Software,4,positive,2022-08-17,1,No,499
R-020526,Product-D6,Home,4,positive,2024-01-03,9,No,49
R-020527,Product-E4,Books,5,positive,2024-03-02,3,Yes,111
R-020528,Product-B10,Software,3,neutral,2023-11-16,33,Yes,394
R-020529,Product-C6,Sports,4,positive,2023-01-20,47,Yes,265
R-020530,Product-D3,Electronics,5,positive,2023-07-01,26,Yes,190
R-020531,Product-D5,Electronics,4,positive,2024-05-17,35,No,336
R-020532,Product-A4,Home,4,positive,2024-05-21,29,No,415
R-020533,Product-E9,Electronics,4,positive,2023-07-23,34,Yes,438
R-020534,Product-C4,Home,2,negative,2023-01-02,6,Yes,310
R-020535,Product-E5,Sports,2,negative,2023-01-13,26,Yes,116
R-020536,Product-A5,Sports,5,positive,2023-06-21,34,Yes,66
R-020537,Product-B10,Software,4,positive,2023-07-24,15,Yes,151
R-020538,Product-E5,Home,2,negative,2023-10-31,50,Yes,454
R-020539,Product-A6,Books,5,positive,2023-11-04,11,Yes,143
R-020540,Product-E7,Sports,5,positive,2023-12-25,10,Yes,145
R-020541,Product-B7,Home,3,neutral,2023-11-30,39,No,159
R-020542,Product-D1,Books,5,positive,2024-05-17,14,Yes,217
R-020543,Product-C8,Software,4,positive,2024-03-16,23,Yes,461
R-020544,Product-D7,Books,3,neutral,2022-07-27,10,Yes,22
R-020545,Product-A8,Electronics,4,positive,2022-01-14,47,Yes,132
R-020546,Product-D10,Books,4,positive,2022-04-10,37,Yes,471
R-020547,Product-B10,Software,4,positive,2022-10-04,3,Yes,58
R-020548,Product-C2,Sports,3,neutral,2024-03-03,15,Yes,308
R-020549,Product-C9,Software,2,negative,2022-02-22,45,Yes,444
R-020550,Product-A5,Books,4,positive,2024-12-09,21,No,77
R-020551,Product-C10,Electronics,5,positive,2022-06-06,46,No,329
R-020552,Product-C7,Books,5,positive,2024-11-15,16,Yes,259
R-020553,Product-B10,Sports,3,neutral,2024-07-18,43,Yes,463
R-020554,Product-B1,Software,5,positive,2022-03-11,36,No,351
R-020555,Product-A7,Books,5,positive,2022-05-02,49,Yes,30
R-020556,Product-D9,Books,1,negative,2024-05-03,1,No,116
R-020557,Product-A1,Sports,4,positive,2024-08-13,38,No,362
R-020558,Product-B10,Electronics,3,neutral,2023-05-14,23,No,400
R-020559,Product-A3,Sports,5,positive,2022-11-06,1,No,379
R-020560,Product-E7,Electronics,5,positive,2022-12-21,7,Yes,257
R-020561,Product-C1,Books,3,neutral,2023-10-04,8,Yes,399
R-020562,Product-E5,Electronics,3,neutral,2024-07-11,27,Yes,258
R-020563,Product-C9,Books,5,positive,2023-11-21,10,Yes,300
R-020564,Product-C9,Home,5,positive,2022-07-28,4,Yes,306
R-020565,Product-B4,Software,4,positive,2024-11-04,36,Yes,174
R-020566,Product-A4,Electronics,5,positive,2022-06-10,50,Yes,90
R-020567,Product-E5,Software,4,positive,2023-04-13,39,Yes,122
R-020568,Product-A3,Electronics,4,positive,2024-05-15,28,No,445
R-020569,Product-E5,Software,4,positive,2022-12-03,29,Yes,105
R-020570,Product-C7,Books,3,neutral,2022-11-01,36,No,454
R-020571,Product-A7,Sports,4,positive,2022-06-14,25,Yes,108
R-020572,Product-E10,Books,2,negative,2022-08-23,35,Yes,303
R-020573,Product-C8,Home,5,positive,2024-07-06,40,No,412
R-020574,Product-D1,Sports,5,positive,2022-01-14,42,No,204
R-020575,Product-D5,Home,1,negative,2024-01-13,21,No,111
R-020576,Product-C2,Sports,4,positive,2024-03-01,21,Yes,240
R-020577,Product-B1,Books,4,positive,2023-09-16,47,Yes,191
R-020578,Product-C3,Software,2,negative,2022-07-20,39,Yes,226
R-020579,Product-A10,Software,3,neutral,2023-05-12,23,Yes,463
R-020580,Product-C4,Books,3,neutral,2022-05-26,23,Yes,244
R-020581,Product-E6,Sports,4,positive,2023-05-03,23,No,465
R-020582,Product-B1,Electronics,5,positive,2023-09-21,32,Yes,323
R-020583,Product-C8,Sports,4,positive,2024-11-09,20,Yes,446
R-020584,Product-D5,Books,3,neutral,2022-12-10,10,Yes,285
R-020585,Product-C10,Home,4,positive,2023-07-30,33,Yes,237
R-020586,Product-A8,Books,5,positive,2024-04-16,18,Yes,287
R-020587,Product-B1,Books,5,positive,2022-12-26,14,Yes,57
R-020588,Product-E6,Software,4,positive,2024-05-30,1,No,473
R-020589,Product-E7,Home,4,positive,2023-08-16,35,Yes,132
R-020590,Product-D10,Sports,4,positive,2022-10-26,8,Yes,223
R-020591,Product-A2,Books,5,positive,2023-05-08,20,No,87
R-020592,Product-E1,Books,5,positive,2024-10-09,26,Yes,134
R-020593,Product-E2,Software,1,negative,2022-04-08,11,Yes,246
R-020594,Product-D6,Software,5,positive,2024-06-21,10,Yes,242
R-020595,Product-E6,Sports,5,positive,2024-08-08,2,Yes,210
R-020596,Product-D9,Electronics,5,positive,2023-06-18,3,Yes,384
